,X,LandUse,Total.Taxes.Owed,Num.Open.Violations,AssessedValue,VacantBuilding,ZIP,WaterService,YearBuilt,newaddress,Total_crimes,Occupied_Pr,Vacant_Pr,H_.1.3.P,H.4..P,Owner_Occupied,VacancyStatus_A
1204,1204,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,188 fellows av,5,0.923,0.077,0.679,0.244,0.375,0
1205,1205,Single Family,0,0,Cheap,N,Syracuse,A,Old,137 fellows av,5,0.923,0.077,0.679,0.244,0.375,0
1206,1206,Single Family,0,0,Cheap,N,Syracuse,A,Old,164 fellows av,5,0.923,0.077,0.679,0.244,0.375,0
1207,1207,Single Family,0,0,Cheap,N,Syracuse,A,Old,120 fellows av,5,0.923,0.077,0.679,0.244,0.375,0
1208,1208,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,133 fenton st,3,0.742,0.258,0.516,0.225,0.304,0
1209,1209,Single Family,4901.41,4,Cheap,Y,"Outside Syr, In NY",I,Very Old,122 fenton st,3,0.742,0.258,0.516,0.225,0.304,0
1210,1210,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,121 fenton st,3,0.742,0.258,0.516,0.225,0.304,0
1211,1211,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,123 fenton st,3,0.742,0.258,0.516,0.225,0.304,0
1212,1212,Single Family,0,0,Cheap,N,Syracuse,A,Old,130 fenton st,3,0.742,0.258,0.516,0.225,0.304,0
1213,1213,Single Family,0,0,Cheap,N,Syracuse,A,Old,124 fenton st,3,0.742,0.258,0.516,0.225,0.304,0
1214,1214,Single Family,0,0,Cheap,N,Syracuse,A,Old,106 fenton st,3,0.742,0.258,0.516,0.225,0.304,0
1215,1215,Two Family,217.66,2,Cheap,Y,Syracuse,A,Very Old,104 fenton st,3,0.742,0.258,0.516,0.225,0.304,0
1216,1216,Multiple Residence,0,0,Cheap,N,Syracuse,A,New,129 fenton st,3,0.742,0.258,0.516,0.225,0.304,0
1217,1217,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,119 fenton st,3,0.742,0.258,0.516,0.225,0.304,0
1218,1218,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,125 fenton st,3,0.742,0.258,0.516,0.225,0.304,0
1219,1219,Single Family,6613.58,0,Cheap,N,Syracuse,A,Old,120 fenton st,3,0.742,0.258,0.516,0.225,0.304,0
1220,1220,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,131 fenton st,3,0.742,0.258,0.516,0.225,0.304,0
1221,1221,Two Family,698.17,0,Cheap,N,Syracuse,A,Very Old,108 fenton st,3,0.742,0.258,0.516,0.225,0.304,0
1222,1222,Single Family,0,0,Cheap,N,Syracuse,A,Old,127 fenton st,3,0.742,0.258,0.516,0.225,0.304,0
1223,1223,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,102 fenton st,3,0.742,0.258,0.516,0.225,0.304,0
1224,1224,Single Family,0,0,Cheap,N,Syracuse,A,Old,132 fenton st,3,0.742,0.258,0.516,0.225,0.304,0
1225,1225,Two Family,8440.25,0,Cheap,N,"Outside Syr, In NY",A,Old,151 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1226,1226,Single Family,0,0,Cheap,N,Syracuse,A,Old,175 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1227,1227,Two Family,1490.55,0,Cheap,N,Syracuse,A,Old,115 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1228,1228,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,149 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1229,1229,Single Family,0,0,Cheap,N,Syracuse,A,Old,131 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1230,1230,Two Family,1880.44,0,Cheap,N,Syracuse,A,Old,164 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1231,1231,Single Family,0,0,Cheap,N,Syracuse,A,Old,135 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1232,1232,Two Family,0,0,Cheap,N,Outside NY,A,Old,173 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1233,1233,Two Family,0,1,Cheap,Y,Outside NY,A,Old,161 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1234,1234,Two Family,41363.51,3,Cheap,Y,Syracuse,I,Old,139 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1235,1235,Single Family,6829.9,0,Cheap,N,Syracuse,A,Old,158 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1236,1236,Single Family,4409.54,0,Cheap,N,"Outside Syr, In NY",A,Very Old,133 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1237,1237,Single Family,5538.03,2,Cheap,Y,Syracuse,I,New,148 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1238,1238,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,150 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1239,1239,Two Family,0,0,Cheap,N,Syracuse,A,Old,122 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1240,1240,Single Family,0,1,Cheap,N,Syracuse,A,Old,121 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1241,1241,Two Family,0,0,Cheap,N,Syracuse,A,Old,169 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1242,1242,Two Family,0,0,Cheap,N,Syracuse,A,Old,167 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1243,1243,Vacant Land,1161.14,0,Cheap,N,Syracuse,unknown,New,116 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1244,1244,Two Family,0,0,Cheap,N,Syracuse,I,Old,170 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1245,1245,Two Family,0,2,Cheap,N,Syracuse,A,Old,154 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1246,1246,Single Family,0,0,Cheap,N,Syracuse,A,Old,145 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1247,1247,Vacant Land,81954.83,0,Cheap,N,"Outside Syr, In NY",unknown,New,126 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1248,1248,Single Family,5897.68,0,Cheap,N,Syracuse,A,Old,155 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1249,1249,Two Family,0,0,Cheap,N,Syracuse,A,Old,134 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1250,1250,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,119 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1251,1251,Single Family,8707.03,0,Cheap,N,Syracuse,I,Old,112 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1252,1252,Single Family,0,0,Cheap,N,Syracuse,A,New,138 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1253,1253,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,130 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1254,1254,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,166 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1255,1255,Two Family,0,0,Cheap,N,Syracuse,A,Old,118 fernwood av,6,0.738,0.262,0.57,0.168,0.443,0.036
1256,1256,Single Family,0,0,Cheap,N,Syracuse,A,Old,109 fish av,1,0.964,0.036,0.786,0.178,0.926,0
1257,1257,Single Family,0,0,Cheap,N,Syracuse,A,Old,104 fish av,1,0.964,0.036,0.786,0.178,0.926,0
1258,1258,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,108 fish av,1,0.964,0.036,0.786,0.178,0.926,0
1259,1259,Single Family,19704.19,2,Cheap,N,Syracuse,A,Old,110 fish av,1,0.964,0.036,0.786,0.178,0.926,0
1260,1260,Apartment,0,4,Expensive,N,"Outside Syr, In NY",A,Old,109 fordham rd,3,0.961,0.039,0.745,0.215,0.898,0
1261,1261,Single Family,0,0,Moderate,N,Syracuse,A,Old,101 fordham rd,3,0.961,0.039,0.745,0.215,0.898,0
1262,1262,Apartment,0,4,Moderate,N,"Outside Syr, In NY",A,Old,110 fordham rd,3,0.961,0.039,0.745,0.215,0.898,0
1263,1263,Parking,0,0,Cheap,N,Syracuse,unknown,New,156 furman st,2,0.87428719,0.12571281,0.613199814,0.261454208,0.522798368,0.071861575
1264,1264,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,128 furman st,2,0.887,0.113,0.695333333,0.191,0.579666667,0
1265,1265,Three Family,0,0,Cheap,N,Syracuse,A,Old,133 furman st,2,0.716333333,0.283666667,0.476333333,0.24,0.385,0
1266,1266,Religious,0,11,Moderate,N,Syracuse,A,Very Old,132 furman st,2,0.872148984,0.127851016,0.765386862,0.107072252,0.413508272,0
1267,1267,Single Family,0,3,Cheap,Y,Syracuse,I,Old,149 furman st,2,0.783,0.217,0.528666667,0.254666667,0.464,0.062666667
1268,1268,Vacant Land,0,0,Cheap,N,Syracuse,unknown,Old,139 furman st,2,0.751237085,0.248762915,0.657885989,0.092888067,0.149333374,0.052236664
1269,1269,Commercial,0,0,Cheap,N,Syracuse,A,Old,129 furman st,2,0.687,0.313,0.542333333,0.144666667,0.257333333,0.007333333
1270,1270,Religious,108.89,0,Moderate,N,Syracuse,A,Old,115 furman st,2,0.905272013,0.094727987,0.709277233,0.196659152,0.689120576,0
1271,1271,Two Family,0,0,Cheap,N,Syracuse,A,Old,150 furman st,2,0.870666667,0.129333333,0.665666667,0.205,0.267666667,0
1272,1272,Commercial,0,0,Cheap,N,Syracuse,A,Old,146 furman st,2,0.851,0.149,0.717333333,0.134,0.243333333,0
1273,1273,Two Family,0,0,Cheap,N,Syracuse,A,Old,153 furman st,2,0.870666667,0.129333333,0.665666667,0.205,0.267666667,0
1274,1274,Community Services,0,0,Moderate,N,"Outside Syr, In NY",A,Old,122 furman st,2,0.902271396,0.097728604,0.711865377,0.191085617,0.289036626,0.118165333
1275,1275,Religious,0,0,Moderate,N,"Outside Syr, In NY",I,Old,116 furman st,2,0.890837111,0.109162889,0.705253985,0.186314901,0.457788969,0.155788363
1276,1276,Vacant Land,51746.71,3,Cheap,N,Outside NY,I,New,157 furman st,2,0.879790789,0.120209211,0.742611578,0.137844701,0.644016679,0.041593135
1277,1277,Vacant Land,0,0,Cheap,N,Syracuse,unknown,Old,145 furman st,2,0.883781001,0.116218999,0.71696489,0.166570634,0.216912216,0.048326897
1278,1278,Three Family,0,0,Cheap,N,Syracuse,A,Very Old,134 geddes st n,4,0.958,0.042,0.791,0.167,0.957,0
1279,1279,Community Services,0,0,Moderate,N,Syracuse,A,Old,114 geddes st n,4,0.958,0.042,0.791,0.167,0.957,0
1280,1280,Commercial,0,0,Moderate,N,Outside NY,A,New,100 geddes st n,4,0.958,0.042,0.791,0.167,0.957,0
1281,1281,Single Family,1044.88,0,Cheap,N,Syracuse,A,Very Old,132 geddes st n,4,0.958,0.042,0.791,0.167,0.957,0
1282,1282,Two Family,44091.03,2,Cheap,Y,Syracuse,I,Very Old,135 geddes st n,4,0.958,0.042,0.791,0.167,0.957,0
1283,1283,Commercial,0,0,Moderate,N,"Outside Syr, In NY",A,New,101 geddes st n,4,0.958,0.042,0.791,0.167,0.957,0
1284,1284,Vacant Land,0,4,Cheap,N,Syracuse,unknown,New,126 geddes st n,4,0.958,0.042,0.791,0.167,0.957,0
1285,1285,Commercial,0,0,Moderate,N,Syracuse,A,Very Old,123 geddes st n,4,0.958,0.042,0.791,0.167,0.957,0
1286,1286,Parking,0,0,Cheap,N,Syracuse,unknown,Old,122 geddes st n,4,0.958,0.042,0.791,0.167,0.957,0
1287,1287,Commercial,0,0,Moderate,Y,Syracuse,unknown,Old,120 geddes st n,4,0.958,0.042,0.791,0.167,0.957,0
1288,1288,Commercial,0,0,Moderate,N,Syracuse,A,Old,139 geddes st n,4,0.958,0.042,0.791,0.167,0.957,0
1289,1289,Two Family,3795.07,10,Cheap,Y,"Outside Syr, In NY",I,Very Old,130 geddes st n,4,0.958,0.042,0.791,0.167,0.957,0
1290,1290,Commercial,394.16,0,Cheap,N,Syracuse,A,Old,133 geddes st n,4,0.958,0.042,0.791,0.167,0.957,0
1291,1291,Vacant Land,0,0,Cheap,N,Syracuse,unknown,Old,128 geddes st n,4,0.958,0.042,0.791,0.167,0.957,0
1292,1292,Two Family,0,1,Cheap,N,Syracuse,I,Very Old,137 geddes st n,4,0.958,0.042,0.791,0.167,0.957,0
1293,1293,Commercial,0,0,Moderate,N,Syracuse,A,Old,136 geddes st n,4,0.958,0.042,0.791,0.167,0.957,0
1298,1298,Commercial,0,0,Moderate,N,Syracuse,A,Very Old,128 genesee st e,1,0.929,0.071,0.643,0.286,0.615,1
1299,1299,Commercial,0,0,Moderate,N,Syracuse,A,Very Old,134 genesee st e,1,0.929,0.071,0.643,0.286,0.615,1
1300,1300,Parking,0,0,Moderate,N,"Outside Syr, In NY",A,New,140 genesee st e,1,0.929,0.071,0.643,0.286,0.615,1
1301,1301,Commercial,0,0,Moderate,N,"Outside Syr, In NY",A,Very Old,132 genesee st e,1,0.929,0.071,0.643,0.286,0.615,1
1302,1302,Commercial,0,2,Moderate,N,Syracuse,A,Very Old,122 genesee st e,1,0.929,0.071,0.643,0.286,0.615,1
1303,1303,Commercial,0,0,Moderate,N,Syracuse,A,Very Old,118 genesee st e,1,0.929,0.071,0.643,0.286,0.615,1
1304,1304,Vacant Land,0,0,Cheap,N,Syracuse,unknown,Old,116 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1305,1305,Single Family,0,0,Moderate,N,Syracuse,A,Very Old,129 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1306,1306,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,111 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1307,1307,Two Family,48953.46,0,Cheap,N,Syracuse,I,Very Old,130 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1308,1308,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,133 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1309,1309,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,132 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1310,1310,Single Family,2064.88,3,Cheap,N,Syracuse,A,Very Old,118 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1311,1311,Single Family,1529.72,0,Cheap,N,Syracuse,A,Very Old,117 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1312,1312,Apartment,0,0,Cheap,N,Syracuse,A,Old,121 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1313,1313,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,125 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1314,1314,Two Family,0,11,Cheap,Y,"Outside Syr, In NY",I,Very Old,126 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1315,1315,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,113 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1316,1316,Apartment,0,0,Moderate,N,"Outside Syr, In NY",A,Old,134 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1317,1317,Commercial,0,0,Moderate,N,Syracuse,A,Old,135 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1318,1318,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,107 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1319,1319,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,105 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1320,1320,Single Family,2222.61,0,Cheap,N,Syracuse,I,Very Old,110 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1321,1321,Commercial,0,0,Moderate,N,Syracuse,A,Old,101 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1322,1322,Three Family,0,0,Cheap,N,Syracuse,A,Very Old,127 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1323,1323,Three Family,0,4,Moderate,N,Syracuse,A,Very Old,124 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1324,1324,Single Family,0,0,Cheap,N,Syracuse,A,Old,128 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1325,1325,Three Family,0,0,Cheap,N,Syracuse,A,Very Old,109 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1326,1326,Two Family,0,2,Cheap,Y,Syracuse,A,Very Old,114 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1327,1327,Three Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,123 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1328,1328,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,122 gertrude st,3,0.961,0.039,0.862,0.098,0.143,0
1336,1336,Commercial,0,0,Moderate,N,Syracuse,A,New,150 gifford st,3,1,0,1,0,0.2,0.087270751
1337,1337,Community Services,0,0,Expensive,N,Syracuse,A,Old,155 gifford st,3,1,0,1,0,0.2,0
1338,1338,Two Family,0,0,Cheap,N,Syracuse,A,Old,112 glahn av,1,0.867,0.133,0.489,0.378,0.077,0
1339,1339,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,109 glahn av,1,0.867,0.133,0.489,0.378,0.077,0
1340,1340,Single Family,0,0,Cheap,N,Syracuse,A,Old,114 glahn av,1,0.867,0.133,0.489,0.378,0.077,0
1341,1341,Single Family,11431.13,0,Cheap,N,Syracuse,I,Old,103 glahn av,1,0.867,0.133,0.489,0.378,0.077,0
1342,1342,Vacant Land,17581.05,0,Cheap,N,Syracuse,unknown,New,100 glahn av,1,0.867,0.133,0.489,0.378,0.077,0
1343,1343,Single Family,1933.69,4,Cheap,Y,Syracuse,I,Old,107 glahn av,1,0.867,0.133,0.489,0.378,0.077,0
1344,1344,Single Family,0,1,Cheap,Y,"Outside Syr, In NY",I,Old,104 glahn av,1,0.867,0.133,0.489,0.378,0.077,0
1345,1345,Single Family,9168.24,0,Cheap,N,Syracuse,A,Old,116 glahn av,1,0.867,0.133,0.489,0.378,0.077,0
1346,1346,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,113 glahn av,1,0.867,0.133,0.489,0.378,0.077,0
1347,1347,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,108 glahn av,1,0.867,0.133,0.489,0.378,0.077,0
1348,1348,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,106 glahn av,1,0.867,0.133,0.489,0.378,0.077,0
1349,1349,Single Family,3869.69,0,Cheap,N,Syracuse,A,Old,115 glahn av,1,0.867,0.133,0.489,0.378,0.077,0
1350,1350,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,101 glahn av,1,0.867,0.133,0.489,0.378,0.077,0
1351,1351,Single Family,0,1,Cheap,N,Syracuse,A,Old,102 glahn av,1,0.867,0.133,0.489,0.378,0.077,0
1352,1352,Single Family,0,0,Cheap,Y,Syracuse,I,Old,110 glahn av,1,0.867,0.133,0.489,0.378,0.077,0
1353,1353,Single Family,0,0,Cheap,N,Syracuse,A,Old,111 glahn av,1,0.867,0.133,0.489,0.378,0.077,0
1354,1354,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,105 glahn av,1,0.867,0.133,0.489,0.378,0.077,0
1355,1355,Single Family,0,0,Cheap,N,Syracuse,A,Old,117 glahn av,1,0.867,0.133,0.489,0.378,0.077,0
1356,1356,Single Family,0,0,Moderate,N,Syracuse,A,Old,109 goodrich av,1,1,0,1,0,0.8,0
1357,1357,Single Family,0,0,Moderate,N,Syracuse,A,Old,112 goodrich av,1,1,0,1,0,0.8,0
1358,1358,Single Family,0,0,Moderate,N,Syracuse,A,Old,145 goodrich av,1,1,0,1,0,0.8,0.2957974
1359,1359,Single Family,0,0,Moderate,N,Syracuse,A,Old,108 goodrich av,1,1,0,1,0,0.8,0
1360,1360,Single Family,0,0,Moderate,N,Syracuse,A,Old,100 goodrich av,1,1,0,1,0,0.8,0
1361,1361,Single Family,0,0,Moderate,N,Syracuse,A,Old,105 goodrich av,1,1,0,1,0,0.8,0
1362,1362,Single Family,0,0,Moderate,N,"Outside Syr, In NY",A,Old,125 goodrich av,1,1,0,1,0,0.8,0
1363,1363,Single Family,0,0,Moderate,N,"Outside Syr, In NY",A,Old,124 goodrich av,1,1,0,1,0,0.8,0
1364,1364,Single Family,0,0,Moderate,N,Syracuse,A,Old,120 goodrich av,1,1,0,1,0,0.8,0
1365,1365,Single Family,0,0,Moderate,N,Syracuse,A,Old,136 goodrich av,1,1,0,1,0,0.8,0
1366,1366,Single Family,0,0,Moderate,N,Syracuse,A,Old,117 goodrich av,1,1,0,1,0,0.8,0
1367,1367,Single Family,0,0,Moderate,N,"Outside Syr, In NY",A,Old,121 goodrich av,1,1,0,1,0,0.8,0
1368,1368,Single Family,716.55,0,Moderate,N,"Outside Syr, In NY",A,Old,116 goodrich av,1,1,0,1,0,0.8,0
1369,1369,Single Family,0,0,Moderate,N,Syracuse,A,Old,152 goodrich av,1,1,0,1,0,0.8,0.69096793
1370,1370,Single Family,0,0,Moderate,N,Syracuse,A,Old,128 goodrich av,1,1,0,1,0,0.8,0
1371,1371,Single Family,0,0,Moderate,N,Outside NY,A,Old,113 goodrich av,1,1,0,1,0,0.8,0
1372,1372,Single Family,0,0,Moderate,N,Syracuse,A,Old,101 goodrich av,1,1,0,1,0,0.8,0
1373,1373,Single Family,0,0,Moderate,N,Syracuse,A,Old,153 goodrich av,1,1,0,1,0,0.8,0.69096793
1374,1374,Single Family,0,0,Moderate,N,Syracuse,A,Old,140 goodrich av,1,1,0,1,0,0.8,0
1375,1375,Single Family,0,0,Moderate,N,Syracuse,A,Old,141 goodrich av,1,1,0,1,0,0.8,0
1376,1376,Single Family,0,0,Moderate,N,"Outside Syr, In NY",A,Old,132 goodrich av,1,1,0,1,0,0.8,0
1377,1377,Single Family,891.17,0,Moderate,N,Syracuse,A,Old,133 goodrich av,1,1,0,1,0,0.8,0
1378,1378,Single Family,0,1,Moderate,N,Syracuse,A,Old,104 goodrich av,1,1,0,1,0,0.8,0
1379,1379,Single Family,0,0,Moderate,N,Syracuse,A,Old,129 goodrich av,1,1,0,1,0,0.8,0
1380,1380,Single Family,0,0,Moderate,N,Syracuse,A,Old,137 goodrich av,1,1,0,1,0,0.8,0
1381,1381,Single Family,0,0,Cheap,N,Syracuse,A,Old,144 goodrich av,1,1,0,1,0,0.8,0
1382,1382,Three Family,0,0,Moderate,N,"Outside Syr, In NY",A,Very Old,123 gordon av,1,1,0,1,0,1,0
1383,1383,Two Family,0,2,Cheap,N,Syracuse,A,Very Old,110 gordon av,1,1,0,1,0,1,0
1384,1384,Single Family,0,0,Cheap,N,Outside NY,A,Very Old,113 gordon av,1,1,0,1,0,1,0.725513304
1385,1385,Two Family,0,0,Moderate,N,"Outside Syr, In NY",A,Very Old,117 gordon av,1,1,0,1,0,1,0
1386,1386,Single Family,0,0,Cheap,N,Syracuse,A,Old,106 gordon av,1,1,0,1,0,1,1
1387,1387,Two Family,0,0,Moderate,N,Syracuse,A,Very Old,129 gordon av,1,1,0,1,0,1,0
1388,1388,Two Family,0,2,Cheap,N,Syracuse,A,Old,101 gordon av,1,1,0,1,0,1,0
1389,1389,Two Family,0,0,Moderate,N,Syracuse,A,Old,122 gordon av,1,1,0,1,0,1,0
1390,1390,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,107 gordon av,1,1,0,1,0,1,0
1391,1391,Single Family,0,0,Moderate,N,Syracuse,A,Old,126 gordon av,1,1,0,1,0,1,0
1392,1392,Two Family,0,0,Moderate,N,Syracuse,A,Very Old,118 gordon av,1,1,0,1,0,1,0
1393,1393,Two Family,0,0,Cheap,N,Syracuse,A,Old,114 gordon av,1,1,0,1,0,1,0
1394,1394,Two Family,0,7,Cheap,N,Syracuse,A,Old,123 gorland av,1,1,0,0.823,0.176,0.824,0
1395,1395,Single Family,0,0,Cheap,N,Syracuse,A,Old,112 gorland av,1,1,0,0.823,0.176,0.824,0
1396,1396,Single Family,0,0,Cheap,N,Syracuse,A,Old,164 gorland av,1,1,0,0.823,0.176,0.824,0
1397,1397,Two Family,0,0,Moderate,N,Syracuse,A,Old,125 gorland av,1,1,0,0.823,0.176,0.824,0
1398,1398,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,143 gorland av,1,1,0,0.823,0.176,0.824,0
1399,1399,Two Family,0,0,Cheap,N,Syracuse,A,Old,117 gorland av,1,1,0,0.823,0.176,0.824,0
1400,1400,Two Family,0,0,Moderate,N,Syracuse,A,Old,114 gorland av,1,1,0,0.823,0.176,0.824,0
1401,1401,Single Family,0,0,Cheap,N,Syracuse,A,Old,116 gorland av,1,1,0,0.823,0.176,0.824,0
1402,1402,Single Family,0,0,Moderate,N,Syracuse,A,Old,168 gorland av,1,1,0,0.823,0.176,0.824,1
1403,1403,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,108 gorland av,1,1,0,0.823,0.176,0.824,0.338106848
1404,1404,Single Family,0,0,Cheap,N,Syracuse,A,Old,122 gorland av,1,1,0,0.823,0.176,0.824,0
1405,1405,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,102 gorland av,1,1,0,0.823,0.176,0.824,0.338106848
1406,1406,Single Family,0,0,Cheap,N,Syracuse,A,Old,110 gorland av,1,1,0,0.823,0.176,0.824,0
1407,1407,Single Family,0,0,Cheap,N,Syracuse,A,Old,104 gorland av,1,1,0,0.823,0.176,0.824,0
1408,1408,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,139 gorland av,1,1,0,0.823,0.176,0.824,0
1409,1409,Single Family,0,0,Cheap,N,Syracuse,A,Old,106 gorland av,1,1,0,0.823,0.176,0.824,0
1410,1410,Two Family,0,0,Moderate,N,Syracuse,A,Old,158 gorland av,1,1,0,0.823,0.176,0.824,0
1411,1411,Two Family,0,0,Moderate,N,Syracuse,A,Old,113 gorland av,1,1,0,0.823,0.176,0.824,0
1412,1412,Two Family,0,3,Cheap,Y,Outside NY,I,Old,129 gorland av,1,1,0,0.823,0.176,0.824,0
1413,1413,Two Family,15248.35,0,Cheap,N,Outside NY,A,Old,133 gorland av,1,1,0,0.823,0.176,0.824,0
1414,1414,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,129 grand av,3,0.771,0.229,0.528,0.244,0.216,0
1415,1415,Commercial,0,0,Moderate,N,"Outside Syr, In NY",A,New,102 grand av,3,0.771,0.229,0.528,0.244,0.216,0
1416,1416,Apartment,0,10,Cheap,N,Syracuse,A,Old,131 grand av,3,0.771,0.229,0.528,0.244,0.216,0
1417,1417,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,128 grand av,3,0.771,0.229,0.528,0.244,0.216,0
1418,1418,Vacant Land,0,0,Cheap,N,"Outside Syr, In NY",unknown,New,106 grand av,3,0.771,0.229,0.528,0.244,0.216,0
1419,1419,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,136 grand av,3,0.771,0.229,0.528,0.244,0.216,0
1420,1420,Parking,0,0,Cheap,N,Syracuse,unknown,Old,116 grand av,3,0.771,0.229,0.528,0.244,0.216,0
1421,1421,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,125 grand av,3,0.771,0.229,0.528,0.244,0.216,0
1422,1422,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,127 grand av,3,0.771,0.229,0.528,0.244,0.216,0
1423,1423,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,114 grand av,3,0.771,0.229,0.528,0.244,0.216,0
1424,1424,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,142 granger st,1,0.958,0.042,0.958,0,0,0
